Broad ID	DrugBank ID
BRD-K40227168	DB13793
BRD-K12251893	DB00541
BRD-K04269837	DB00361
BRD-K56565215	DB06625
BRD-K00003141	DB11706
BRD-K00003472	DB11693
BRD-K53963539	DB09068
BRD-K00004725	DB15157
BRD-K43639297	DB14975
BRD-K09877029	DB15273
BRD-K25991148	DB14055
BRD-K88358234	DB06393
BRD-A59337442	DB13781
BRD-K72815923	DB15357
BRD-K27393415	DB13803
BRD-K00003558	DB12981
BRD-K21565985	DB11477
BRD-K10759144	DB09419
BRD-K85925969	DB00943
BRD-K00003413	DB15035
BRD-K90033078	DB11337
BRD-K31553034	DB06629
BRD-K46914825	DB04832
BRD-K00003431	DB15403
BRD-K67525671	DB12393
BRD-K00003264	DB12817
BRD-K45125084	DB13593
BRD-K35984734	DB12621
BRD-K00003448	DB15490
BRD-K27853494	DB00397
BRD-K00003190	DB12168
BRD-A23124853	DB12130
BRD-K70610771	DB11954
BRD-K83988098	DB12442
BRD-K27352494	DB00681
BRD-K68075732	DB06987
BRD-K74501079	DB00207
BRD-K61295575	DB01944
BRD-K01826567	DB13679
BRD-K69172251	DB00515
BRD-K23586533	DB01190
BRD-K52756523	DB00954
BRD-A29349577	DB12472
BRD-K48935217	DB03010
BRD-K00003319	DB00093
BRD-A86044036	DB05289
BRD-K51956333	DB09333
BRD-K00003705	DB01321
BRD-K09471561	DB01137
BRD-K99879819	DB12130
BRD-A07600638	DB13092
BRD-K01826559	DB00595
BRD-K17518951	DB00859
BRD-K92107055	DB00337
BRD-K67100011	DB01605
BRD-K53484294	DB01220
BRD-A62336573	DB01301
BRD-K00003298	DB11700
BRD-K71772032	DB12604
BRD-K32256160	DB09308
BRD-K81473043	DB05134
BRD-K73451719	DB02638
BRD-K43977121	DB11996
BRD-K38310698	DB13179
